ID,News_title,News_headline,Category
10125,Actor Supriya Devi's legacy was more than just being Uttam Kumar's heroine,"Despite having acted in Ritwik Ghatak films, her professional success remained overshadowed by her personal life.",Arts
10126,Dark side of travelling in India,"The truth is, as a solo woman traveller in the country, you are as unsafe in a small city as you are in an Uber cab in the capital.",politics
10127,Shooting Fire in Kargil: When India's determined artillery put the love of Allah in Pakistan's troops,"Kargil was also won with the relentless artillery of the Indian army, which rained fire on the Pakistanis night and day, in an offensive last matched by its intensity only in World War 2.",politics
10128,Why Rajinikanth's decision to enter politics will be terrible for Tamil Nadu,Another leader with nothing to offer but a populist plank would only exacerbate the very real issues that the state is facing.,politics
10129,A new creepy – Now Facebook wants to listen to you watching TV,A new patent filed by Facebook would allow it to use your phone's mic to snoop on you.,tech
10130,How BJP used Kargil martyrs for their political benefit,Vijay Divas was a means of concealing the guilt of the BJP-led NDA government in allowing Pakistani forces to make massive incursions.,politics
10131,India must avoid falling into China's Tawang trap,Beijing has repeatedly demonstrated that either it does not respect the agreements it signs or interprets them as it wants.,politics
10132,"Kholi number 420, Big B come clean on Panama Papers please",The leaks sting the high and the mighty.,humour
10133,"On Eid, spotting the moon — and infinite sorrow in Parveen Shakir's poetry",The beloved might be alone and waiting for her on this Chand Raat too.,Arts
10134,[Memes] Lalu's fair and golden moment with Baba Ramdev,RJD chief is Patanjali's new poster boy.,humour
10135,Why Finance Bill 2018 seeks to okay illegal foreign funds to political parties by 36 years,"A tiny amendment to Finance Act, 2016 will tweak the FCRA to retrospectively legalise foreign donations from 1976 onwards.",politics
10136,China-Nepal ties are deepening. What can India do?,There is no point bemoaning Chinese presence.,politics
10137,"Ashamed by attack on Big B, every Indian should be","Even if the Panama Papers allegations are proven, it is his own hard-earned money.",politics
10138,How JNU paid dearly for its V-C's silence,It's mostly Mamidala Jagadesh Kumar's professed love for pupils that promises breakthrough changes.,politics
10139,How India quietly reached out to China's new rulers,All seven members of the all-powerful Politburo Standing Committee have more than a little familiarity with India.,politics
10140,The worst (and best) thing about Sanjay Leela Bhansali's Padmaavat,Sanjay Leela Bhansali's glorified treatment of the archaic practice of jauhar - mass suicide by fire - is a disconcerting watch.,Arts
10141,Five reasons why Canada is excited about Modi's visit,PM will find an enthusiastic host in Canadian Prime Minister Stephen Harper.,politics
10142,Assassination of Russian ambassador shows depth of Turkish political crisis,"It's too early to name anyone for the crime, but Andrei Karlov was no victim of the Gulen movement.",politics
10143,We met PM Modi to declassify files: Why Netaji must not end as a mystery,"Yes, Indian history is going to be rewritten after a long wait of 70 years.",politics
10144,Rise of the self indulgent leader,I can name one more politician who was also in some ashram doing yoga when all sorts of accusations were flying around.,politics
10145,Trump administration should treat hate crimes as acts of terror,"From Sodhi to Rai, America has been too routine in dealing with racial attacks.",politics
10146,Why hasn't BJP condemned Lal Singh for warning journalists of 'Shujaat-like incident'?,"On a day the party was tweeting about the muzzling of press freedom during Emergency, no one spoke against the former minister of PDP-BJP government.",politics
10147,UP by-polls results signal a message to Opposition parties,"If Manik Sarkar can lose Tripura, and if BJP can lose Gorakhpur, pretty much anything can happen in any constituency.",politics
10148,How Modi hit Pakistan with words and put war-mongers in their place,"PM didn’t go for ‘whole jaw for a tooth’, but challenged the neighbouring country to fight a war against poverty and illiteracy.",politics
10149,How India should deal with China,New Delhi must not ignore realities as it engages with Beijing and controls the activities of the Tibetans in India.,politics
10150,Why Modi-Shah picked Vijay Rupani as new Gujarat CM,He is a consummate political player and master of electoral planning.,politics
10151,#NepalEarthquake: Mumbai psychiatrist went for relief work. Returns traumatised,"[First-hand account] Dr Vishal Sawant relates how he was unable to sleep, smile or function following the experience.",politics
10152,Why didn't MF Husain paint Allah the way he painted Saraswati?,[Book excerpt] The man who was written about the most was the least understood.,Arts
10153,Mehbooba predicts post 1987 redux in the Valley - Really?,Comparing the breaking up of a political alliance with the rigging of an election is unfair.,politics
10154,J&K better off under governor's rule than PDP-BJP,NN Vohra has brought about a huge administrative reshuffle within a few weeks of taking over state affairs.,politics
10155,#TheDailyToast: Our beef with Made in India cows,,humour
10156,Why don't we talk enough about these brave women running rural India?,They are stories not of a country's doom but stories of a country's will to survive.,politics
10157,"No Chetan Bhagat, politics is not entertainment","This is the kind of advice you would get on WhatsApp groups, from friends who think you are taking politics too seriously.",politics
10158,Sabarimala: Why Pinarayi Vijayan and Kerala Police failed to keep their promise to women devotees,The state government must pull up its socks before the pilgrimage season begins in mid-November.,politics
10159,National Herald: Congress versus Subramanian Swamy is about politics before law,Expect more such made-for-tv events till the 2019 general elections.,politics
10160,Exit polls 2017: BJP is forming the next government in Uttarakhand,India Today-Axis My India Exit Poll predicts Harish Rawat-led Congress will be routed in the hilly northern state.,politics
10161,"Bhushan, Yadav ""evicted"": How Kejriwal became AAP's Bigg Boss",Their sidelining shows the emergence of a personality cult within the AAP.,politics
10162,Unnao rape victim on ventilator: Why are opposition parties in Uttar Pradesh comatose?,"The incident should have drawn Mayawati, Akhilesh Yadav and Priyanka Gandhi to the streets outside CM Yogi Adityanath's office. None of that is happening. The implications are chilling.",politics
